"das_voyage_id","type_of_ship","particulars"
"92230","fluit","The ship stayed from 28-10 till 03-11-1669 in Texel. At Colombo: 13-07-1670."
"94160","","During the voyage one soldier became seafarer."
"92818","pinas","Laid up at the Cape on 27-02-1700."
"92138","","According to Daghregister 1665 the ship arrived on 28-07-1665."
"94029","","From 07 till 15-06 at S. Tiago."
"95333","","After having called at Batavia the GANGES sailed on to China. See the BEEMSTER WELVAREN (4266)."
"97728","","The master died and was succeeded by Nikolaas Blom."
"97891","",""
"95601","","According to K.A. 4304 the departing crew consisted of 229 men. In 1789 the BELVLIET was wrecked in the Indies. See the MERENBERG (4556)."
"93923","",""
"95949","jacht",""
"91337","jacht","Pieter Kornelsz. Hartloop succeeded, on September 9th 1624, Meindert Egbertsz., who died 28-08-1624, as master of the AREND. The AREND was sold to the V.O.C. and lost near Cape Mauritius."
"91092","",""
"98758","",""
"93332","","From 12-03 till 23-03-1717 at Sao Tomé, where 2 seafarers ran away; from 04-06 till 05-06-1717 at Robben Island. Laid up at Batavia in 1724."
"99133","","According to K.A. 4390a Gerard Adriaan van Velsen was master of the BUITENVERWACHTING. The passenger was a condemned person. See also the MAKASSAR (8342)."
"96722","jacht","The ship joined the return fleet of 04-12-1685 at the Cape."
"94317","","The VERWACHTING was lost in 1744 on a voyage from China to Surat."
"97274","jacht",""
"92853","fluit","The ship was laid up at Batavia in 1706."
"92087","fluit","This ship was also destined for the attack on Mozambique, but fell behind and left the fleet on 29-06-1662 at 5° N. Stayed at the Cape. Wrecked at Amboina in 1672."
"98772","",""
"93194","","Among the passengers were 4 stowaways."
"92463","pinas","Via Torbay (24 till 30-11-1680). Dirk Fiji succeeded Jakob Karstensz. (16-11-1680)."
"98767","","The 9 passengers included 4 condemned persons."
"92467","pinas","Via S.Tiago. Orders were received for a slave trade to Madagascar and to bring the slaves to the west coast of Sumatra. Via Ceylon (24-11 till 05-12-1681) and Sumatra. Acc. to Daghreg. 1682 the ship arrived at Batavia on 02-09-1682."
"94125","","At least two, and probably even three soldiers became seafarers. The ship took over one seafarer from the BERKENRODE (see 3083); the BERKENRODE took over one seafarer from the KASTEEL VAN TILBURG. One of the passengers was a slave."
"98501","","The seven passengers included one condemned person."
"93527","",""
"96729","pinas","The 109 men aboard the WAPEN VAN ALKMAAR included 3 craftsmen and 4 impotenten. According to Valentijn the ships from Coromandel (5820-5821) departed on 13-10-1686. They joined the return fleet of 13-12-1686 at the Cape."
"98928","","See also the GANGES (8106). On 29-10-1785 the Heren XVII decided to lay the MORGENSTER up."
"92624","pinas","At the Cape 1 seafarer deserted."
"98372","","Crew at the Cape: 101."
"92916","","One seafarer deserted at the Cape."
"98142","",""
"91270","","Stayed in the Indies and laid up in Surat 1626/1627."
"94406","","The following data refer to both the BERKHOUT and the HOORN (4549): 444 seafarers, 182 soldiers, 12 craftsmen, and 5 passengers departed from Texel; 356 seafarers, 127 soldiers, 10 craftsmen, and 7 passengers arrived at Batavia."
"92411","fluit","Via S. Vincente. Laid up and sold on 30-09-1684."
"91752","","No ports of call; fleet (0632-0635,0637-0638) with 835 seafarers and 320 soldiers, arriving in Batavia; 31 men died during the voyage."
"98524","","Crew at the Cape: 100."
"91039","","The CEYLON lost sight of the fleet 03-07."
"95078","","After having called at Batavia the OUD HAARLEM sailed on to China. See the ENKHUIZEN (4020)."
"94421","","Five days after its departure the ship returned to Texel (20-02-1746); it finally set out on 10-03-1746. From 05 till 09-04-1746 the GETROUWIGHEID called at S. Tiago. It did not call at the Cape but at False Bay."
"95605","fluit","Date of arrival at Ceylon unknown."
"96194","",""
"91112","jacht",""
"98660","",""
"93763","","Back at Texel from 15-01 till 30-01-1727. Laid up at Batavia in 1734."
"93543","","Lost at the Cape on 15-06-1722."
"99025","",""
"95994","jacht",""
"93612","fluit",""
"95937","jacht","Took over the remaining cargo of the GELDERLAND (5107)."
"97503","",""
"92402","pinas",""
"93485","","From 26-03 till 12-05-1721 at Portsmouth; 16 seafarers and 17 soldiers ran away, 4 seafarers came aboard."
"96214","","Second return fleet (5386, 5387, 5391) under command of Van der Lijn."
"94823","","From 09 till 16-11-1759 the OUDERAMSTEL was at Plymouth, where one seafarer deserted and 2 soldiers were pressed by the English. After arrival at Batavia the ship sailed on to China."
"98125","","From 26 till 31-01-1746 the BROUWER was at anchor off Robben Island."
"97655","fluit",""
"93227","fluit","The passengers were stowaways."
"93943","","From 05-02 till 21-03-1733 at Falmouth; 1 seafarer died there."
"92910","fluit","The ship was laid up at Batavia in 1708."
"95311","","Specified data concerning the crew of the BATAVIA: 132 seafarers, 12 soldiers, and one craftsman departed from Texel or embarked at the Cape. See the LANDSKROON (4236)."
"98138","",""
"99159","","The ship left the Cape 07-06-1795 but returned and on 28-10-1795 sailed for the second time. It called at Lisbon because of leakage and was sold there in March 1796."
"92447","","Acc. to Daghreg. 1680 the ship departed from Veere. Via Plymouth (21 till 31-03-1680) and S. Tiago (27-04-1680), where respectively one and two soldiers deserted. Wrecked at Arrakan on 20-10-1681."
"91488","",""
"93725","",""
"98737","","Commandeur of the return fleet was Leendert van Koopstad, master of the 'T LOO (7898)."
"97256","fluit",""
"96285","","Second return fleet (5457-5460) under command of Kornelis Kwaalberge. The ENKHUIZEN arrived at the Cape with 150 men."
"96356","fluit",""
"93151","","Among the passengers were 14 stowaways. 11 Persons went missing, 54 persons died during the voyage."
"99119","paketboot",""
"97839","",""
"93176","pinas","Among the passengers were 5 stowaways; four of them became seafarers. At S. Tiago from 12-07 till 15-07-1710."
"96943","fregat",""
"97681","",""
"96374","",""
"92692","","The ship was taken by the French off the Scottish coast and was burned."
"97962","","The 111 seafarers included 26 Chinese; among the 14 passengers were 2 male and 3 female slaves, and 4 survivors of the English man-of-war BOUNTY (see the VLIJT, 8258). On 28-12-1789, during a heavy storm, the SPARENDIJK was severely damaged off Cape Aghulhas. /8262 was the second voyage of this ship, which during the preceding voyage (4410/8099) was called POTSDAM."
"97440","",""
"94357","","14-01-1745 Was the final date of departure of the VREELAND; on 06-12-1744 the ship sailed out for the first time, it returned to Texel the same day however. The ship called at Torbay (24 till 29-01-1745) and at Plymouth (05 till 26-02-1745). It did not call at the Cape but at False Bay; the two passengers who embarked there included one slave. The VREELAND was laid up at Batavia on 10-11-1750."
"95758","hoeker","The DORDWIJK called at Duins (arrival: 27-01-1792)."
"98805","",""
"97885","","Lost sight of by the accompanying ships since 17-02-1739. Wrecked between Bengal and the Cape."
"95586","",""
"93435","","From 22-09 till 27-09-1719 at Saldanha Bay."
"91381","jacht","From 12-04 till 16-04 at Maio Island; from 22-09 till 07-10 at Anjouan; 17-12 from Gale; ran ashore at Cochin China, 22-10-1633."
"98093","","According to K.A. 4390a the PATMOS arrived at the Rammekens on 29-08-1744."
"97519","",""
"96410","fluit","The SPREEUW sailed on its own with message of the loss of Taiwan."
"95259","","During the voyage 7 members of the crew deserted."
"95653","paketboot",""
"98701","",""
"97665","","See 6831."
"96232","",""
"91499","","Via Cape Verde, departure June 1st."
"95054","","Specified data concerning the crew of the PAUW: 190 seafarers, 78 soldiers, and 12 craftsmen departed from Goeree or embarked at the Cape. After having called at Batavia the ship sailed on to China. See the DAMZICHT (3987)."
"95840","",""
"95635","","From 23 till 29-03-1788 the STRALEN was at S. Tiago."
"91684","jacht","Stayed in the Indies; was wrecked on a reef south of Celebes, 04-03-1650."
"93542","","Lost at the Cape on 15-06-1722."
"97309","",""
"97400","fluit",""
"95444","","The master was commandeur of the fleet (4392-4399). The GANGES originally departed om 11-09-1781; five days later the ship returned to Texel. The GANGES sailed via Mauritius. After having arrived at Ceylon the ship continued its voyage to Batavia, where it cast anchor on 15-11-1783. The high death-rate among the crew was due to scurvy. See also the BOT (4392)."
"94080","","Laid up in the Indies, 31-12-1747."
"95719","","In 1793 the WILLEM DE VIERDE was taken by the French in Sunda Strait."
"92562","","The ship was wrecked in Banka street on a voyage to Siam on 18-09-1686."
"96805","","Acc. to K.A. 4007 the crew consisted of 146 men. Via Saldanha Bay (21 till 27-05-1692)."
"92284","","Via S. Tiago. On the return voyage in 1674 the ship carried French prisoners of war. The ship was restored to the Company on 21-04-1676."
"91804","","13-03-1648 second departure from Goeree."
"95527","","One day after its departure from Texel the NEERLANDS VRIJHEID ran aground off the coast of England and was wrecked."
"96463","","Was wrecked near the Faeroe Is. in September 1667. Many men were drowned."
"98679","",""
"95262","","The JONGE LIEVE called at Portsmouth: one seafarer died, one craftsman deserted. During the voyage one other member of the crew deserted. See the INDIAAN (4210)."
"99061","",""
"91088","",""
"96092","",""
"96278","","Via Mauritius (arrival 27-06 or 02-07) in order to wait for the return fleet of 18-12-1657."
"95190","",""
"94908","",""
"98489","","Crew at the Cape: 122."
"95265","","During the voyage 2 members of the crew deserted. See also the INDIAAN (4210)."
"95913","","Instructed to search for the ERASMUS (5081) at Mauritius; from 02-07 till 12-11 at Mauritius; left with 48 men of the ERASMUS."
"93664","",""
"96152","",""
"94586","","During the voyage 2 soldiers and 1 craftsman possibly became seafarers."
"91132","",""
"92930","fluit",""
"91965","",""
"98707","",""
"94770","",""
"96267","",""
"93626","fluit",""
"97028","pinas",""
"95029","",""
"93183","",""
"98705","",""
"96368","fluit",""
"92310","fluit","See 1226. After departure from St. Helena no call at the Cape. The ship was laid up and sold at Batavia. on 16-07-1677.  *These figures refer to the Cape and St. Helena."
"91245","","Reprovisioned in the St. Lucia Bay."
"92232","hoeker","The ship was laid up at Batavia on 12-09-1680."
"99195","","Crew at the Cape: 100. The three passengers included one condemned person."
"98435","","Crew at the Cape: 126."
"94687","","In some sources Ring Barendsz. de Vries and Jan Eggers are mentioned as well as masters of the LANGEWIJK; they possibly succeeded each other."
"94295","","The WICKENBURG called at Madeira (12 till 14-1 1-1742) and at S. Tiago (25/6-11-1742). The ship was laid up in the Indies on 07-05-1748."
"98658","",""
"94781","","The LEIDEN was sold in the Indies on 24-07-1764."
"93329","fluit","At Portsmouth from 23-10 till 09-11-1716."
"96737","fluit","Acc. to Valentijn the ship departed on 31-12-1686 from Bengal. It joined the return fleet of 13-12-1686 at the Cape."
"94530","","On its way to the Cape the WAPEN VAN HOORN called at Duins (24-06 till 08-07-1749) and at S. Tiago (17 till 24-08-1749)."
"93895","jacht","Laid up at Batavia in 1740."
"95768","",""
"95390","","See the PALLAS (4318)."
"97722","",""
"97075","","Aboard the HERSTELDE LEEUW was Abraham Quevellerius, vice-commandeur of the return fleet."
"97622","",""
"93334","",""
"94505","","3432/7336 Is the third voyage of this ship, which during its two preceding voyages was called DUINENBURG (3331/7258). 04-11-1748 Was the final date of departure of the HUIS TE RENSBURG; the ship initially sailed out on 06-05-1748, but it returned four days later after having run aground 'at the Haaks' (at that moment its name still was DUINENBURG). On 15-11-1748 the ship was at Duins."
"96141","",""
"96482","","The crew included 10 passengers."
"97586","","Wrecked on its way to patria."
"95676","paketboot",""
"92992","fluit","The ship was back at Texel 27-12 till 06-01-1704 forced by a storm; 12-01 from till 17-01-1704 at Portsmouth. The passenger was a stowaway"
"99147","","During the voyage the GERECHTIGHEID called at Cork in Ireland. On board the ship was Wiggert Molenaar, schout-bij-nacht of the homeward-bound fleet, which departed from the Cape on 31-05-1793 (see the ROZENBURG, 8355)."
"96390","fluit","Second return fleet (5480-5481)."
"91414","","From 28-01 till 17-02-1629 in the Downs; March 23th till 24th at St. Antao."
"97569","",""
"98656","","The VAILLANT was wrecked between Bengal and the Cape."
"96914","","Commandeur of the return fleet from Ceylon (6028-6031) was Jan Gerritsz. van Bordeaux, master of the SPIEGEL (6029)."
"91590","","Via Saldanha Bay."
"94228","","26-09-1740 Was the final date of departure of the CORNELIA; on 05-01-1740 it sailed out for the first time, but on 19-03 it returned to Texel. During the voyage one soldier became seafarer. The ship was laid up in the Indies on 11-09-1744."
"96176","",""
"93072","","Two of the passengers were stowaways. The ship was wrecked in Sunda Strait in April 1709."
"94350","",""
"92595","pinas",""
"96677","","The AZIË was wrecked on 17° N."
"92968","fluit",""
"98225","",""
"97478","",""
"91189","","Fleet (0135-0142) under Gouverneur-Generaal Pieter Both aboard the WAPEN VAN AMSTERDAM. The 3 Zeeland ships met the mainfleet near the Isle of Wight at 01-02; from 21-02 till 27-02 at Maio I.; at 09-06 a storm scattered the fleet; from 19-09 till 16-10 the WAPEN VAN AMSTERDAM took on provisions at Mauritius."
"95968","jacht","Via Masulipatnam, 03-10-1620."
"95851","",""
"97402","",""
"96483","fluit",""
"91943","",""
"93634","","From 21-06 till 27-06-1730 at S. Tiago. At the Cape 2 seafarers and one craftsman went to the WINDHOND (2809)."
"96941","fluit",""
"92417","fluit","Second departure from Texel on 03-05-1677. Laid up at Malacca in 1690."
"91125","",""
"95754","","The VASCO DA GAMA called at Portsmouth, 03-01 till 16-02-1792. After 1795 the ship was broken up at Batavia. See the BUITENVERWACHTING (4712)."
"96220","",""
"96414","jacht",""
"94531","","The DEUNISVELD called at S. Tiago from 25-08 till 09-09-1749."
"94453","",""
"96545","",""
"91242","jacht","Reprovisioned at the Cape."
"97954","hoeker",""
"97082","",""
"94157","","On its way to the Cape the COXHOORN called at Duins (27-05 till 07-06-1738) and at S. Tiago (16 till 23-07-1738)."
"94468","","The JAGER called at S. Tiago (26-05 till 03-06-1747), at Bali (28-12-1747 till 25-01-1748), and at Lombok (28/9-01-1748)."
"96033","",""
"92149","hoeker",""
"95928","jacht","Burnt in a fight with a Portuguese carrack off St. Helena, 13-06-1613; a part of the crew sailed back to Holland aboard the VLISSINGEN and the BANTAM (5098)."
"96567","",""
"92346","galjoot","Via S. Tiago. In 1674 the ship capsized near the Maldive Islands. The master and the crew arrived safely at Cochin."
"95755","","From 25-02 till 30-03-1792 the WESTKAPELLE was at S. Tiago."
"94147","","Daniel van Staden did not survive the voyage, Joost Salomonsz. Anker succeeded him as master."
"92025","","During the voyage two children were born."
"96841","pinas","Jan Speelman was commandeur of the return fleet."
"91444","",""
"92538","","Via S. Tiago (arrival on 19-07-1684) where 3 seafarers deserted. Via Saldanha Bay (arrival on 06-10-1684)."
"97803","",""
"91537","jacht","Stayed in the Indies. Attacked by natives and blown to pieces, 07-07-1643."
"96669","","Via Malabar."
"95558","","At the departure from Texel the DRAAK, the DUIFJE (4508), the NEPTUNUS (4509), the STRALEN (4510), and the VREDENBURG (451 1) were accompanied by a Dutch man-of-war."
"95366","","The HOF TER LINDEN did not call at the Cape but at Simon's Bay."
"98135","","The 13 passengers included 11 condemned persons."
"92745","",""
"95803","","After 1795 the EENDRACHT was sold at Batavia."
"96185","",""
"98646","",""
"91882","jacht","At Pipely (Balasore) wrecked in a heavy storm 22-10-1662; crew saved."
"92695","","Via S. Tiago (05-06 till 10-06-1692) where 1 seafarer deserted."
"92168","jacht","Laid up at Batavia on 16-06-1676."
"93965","",""
"93978","",""
"99090","","After the return of the ship to Texel, its name was altered into BERKHOUT (see the third voyage: 4738/--)."
"92955","",""
"98252","","Arrival of the STRALEN at Texel: 04-11-1751."
"92552","pinas","At the Cape 1 seafarer and 1 soldier deserted."
"95762","","One day after its departure from Texel the BERKHOUT had to be towed into Dover; there the ship was laid up."
"94056","",""
"94478","","The SCHELLAG called at S. Tiago from 22-09 till 01-10-1747 where one sailmaker was taken over by the IMMAGOND A (see 3404), another seafarer and 16 soldiers deserted. In 1748, during a return voyage from Japan, the ship was captured by the French."
"95923","",""
"98506","","Crew at the Cape: 116."
"91336","","Daghregister mentions WAPEN VAN AMSTERDAM."
"94905","","From 04 till 14-01-1763 the DRIE PAPEGAAIEN was at S. Tiago: one seafarer and two soldiers went missing, one seafarer died. The ship also called at Bantam (23-06-1763): 4 seafarers went to another ship."
"91394","","From November 1627 till 07-01-1628 at Maio Island."
"94827","","In 1766 the HUIS TE MANPAD was sold in the Indies."
"94987","","The VROUWE ELISABETH DOROTHEA initially set out on 29-09-1765, but 2 weeks later it was back at Texel (12-10); on 25-10 the ship sailed out for the second time; adverse wind, however, again forced it to return to Texel (31-10); 15-11 is the third and final date of departure. The VROUWE  ELISABETH DOROTHEA  replaced  the BRONSTEE, missing in 1763 between Batavia and the Cape, see 7648."
"98863","","The 7 passengers included one female slave."
"93409","","See 2360. 3 Seafarers were pressed by the English at Portsmouth."
"94030","","From 24-06 till 18-07-1735 at Portsmouth; from 19 till 25-09-1735 at S. Tiago. One of the soldiers became a seafarer."
"97027","","Aboard the HOEDEKENSKERKE was Jan de Wit, commandeur of the return fleet."
"91690","jacht","Via Pernambuco; the ship stayed in the Indies."
"91754","fluit","No ports of call."
"96581","","The DEN URIEL sailed from Ceylon and waited in Sunda Strait for the fleet of 28-01-1675."
"91652","jacht","Stayed in the Indies and was laid up in Batavia, 1652."
"94054","","On 13-02-1736 the HILLEGOM returned to Texel, but was wrecked there, one day after its initial departure."
"96645","","The 20 impotenten were soldiers. Aboard the LAND VAN SCHOUWEN was Sybrand Abbema, commandeur of the return fleet."
"95911","","Because of leakage the GROTE ZON was forced to return to Bantam; stayed in the Indies and was broken up."
"93181","",""
"93426","fluit",""
"96518","fregat","First return fleet (5609-5616) under command of IJsbrand Goske aboard the STICHT VAN UTRECHT (5614). At the Cape the HUIS TE VELSEN (5617) and the fleet of 19-12-1670 from Ceylon joined this fleet. According to Daghregister 1671 the fleet left the Cape on 16-03-1671."
"93092","",""
"94314","","From 19 till 29-08-1743 the ship was at S. Tiago where the crew was enlarged by 2 seafarers. During the voyage 2 soldiers became seafarers."
"97997","",""
"93514","",""
"93212","fluit","The passengers were stowaways. One of the passengers who came aboard at the Cape was a stowaway."
"95659","","At the Cape the JONGE FRANK took over part of the cargo of the homeward-bound MARIA, wrecked there in August, 1788 (8207). Being at anchor in the roads of Batavia the JONGE FRANK sank."
"94115","","From 23 till 26-08-1 737 the ship was at S. Tiago. During the voyage one soldier became a seafarer."
"97531","fluit",""
"98816","",""
"92565","pinas",""
"91850","",""
"92907","pinas",""
"97527","fluit",""
"99194","","Crew at the Cape: 111. The four passengers included two condemned persons."
"97920","",""
"93159","fluit","Lost after departure from Ceylon in 1710."
"96692","pinas","Acc. to Coolhaas IV the ship had a cargo of 476,419. Via Anjouan, one of the Comoro Islands (14-05-1684)."
"95796","fluit",""
"93874","",""
"98004","",""
"93567","fluit","One soldier became seafarer."
"96286","","The PRINSES ROYAAL arrived at the Cape with 160 men."
"92077","","Via the Wielingen, departure on 26-01-1662"
"94089","","During the voyage one soldier became a seafarer."
"98298","","Sailing off Bengal the WITSBURG ran aground in a heavy storm and was wrecked."
"98266","","Crew at the Cape: 147. The 18 passengers included two condemned persons."
"93792","",""
"93519","","From 07-11 till 14-12-1721 at Hellevoetsluis."
"92131","fluit","Burnt in Japan, off Decima on 07-07-1665."
"97967","","According to K.A. 4119, fol. 819, the JONGE WILLEM was to call at St. Helena."
"95614","hoeker",""
"97441","fluit",""
"93325","fluit","From 25-07 till 02-08-1716 at S. Tiago."
"94151","","One of the passengers was a female slave."
"92712","fluit","Via S. Tiago (03-12 till 08-12-1692), Laid up at Batavia in 1701."
"94507","","Initially the POLANEN departed on 15-11, but four days later it returned to Texel. The ship called at Duins twice: 11-12-1748 till 09-01-1749 and 22-01 till 22-02-1749. Adriaan Waag did not survive the voyage, Hilde Hendriksz. Hoek succeeded him as master. The ship did not call at the Cape but at False Bay."
"95258","fregat","After having called at the Cape the HERSTELDER sailed to Ceylon; on 05-05-1775 it departed from Ceylon, destination: Batavia."
"93094","jacht",""
"96695","pinas","Via Anjouan, one of the Comoro Islands (14-05-1684); in 1685 laid up in patria."
"92134","hoeker","Destination was Ceylon, but the ship could not reach it because of adverse winds. Laid up in Batavia in 1671."
"95331","","See the BEEMSTER WELVAREN (4266)."
"91816","","See the BREDA (0703) for the total number of those on board."
"96158","","Fleet (5330-5337) under command of Maximiliaan le Maire aboard the TIJGER. Total number of those on board (HENRIETTE LOUISE not included) 1062."
"96391","fluit",""
"98389","","Crew at the Cape: 137. 3700/7544 was the third voyage of this ship, which during its two preceding voyages was called ROZENBURG (numbers of the second voyage: 3642/7477). After the arrival of the ship at patria, June 1759, its name was altered for the second time, now into AMERONGEN (see 3796/7638 and 3901/-)."
"97084","fluit",""
"94652","","The cargo of the PERSIJNENBURG consisted among other things of f 152,236 in cash."
"97134","fluit","Lost after departure."
"98989","fluit","Although the JAN EN CORNELIS sailed for the Chamber Amsterdam, it cast anchor at Rammekens."
"94873","","From 14 till 21-10-1761 the OUDERAMSTEL was at Duins."
"93629","",""
"94653","","From 17 till 27-05-1735 the SPANDERSWOUD was forced to call at Port Louis; the delay there cost 1100 French pounds, the equivalent of 550 Dutch guilders. The ship carried among other things f 354,027 in cash."
"93481","fluit","From 26-11 till 06-01-1721 at Duins; at Torbay from 09-01 till 08-02-1721; at Plymouth from 12-02 till 20-02-1721."
"97348","",""
"98391","","Crew at the Cape: 97."
"95639","","According to K.A. 4310 the departing crew consisted of 536 men."
"91694","",""
"94059","","From 13 till 18-02-1736 the ship was back at Texel. As the BUIS (3013) and the LOOSDRECHT (see 3019), the MEERMOND stranded on Goodwin's Sand, 19-02-1736."
"95510","hoeker",""
"91306","jacht","Departure from Plymouth 31-01-1621; from 10-03 till 24-03 at S. Vincente. The ship stayed in the Indies and was lost, according to Mac Leod, near China according to K.A. 1007 near Batavia, 20-05-1628."
"91976","fluit","Via St. Helena. In March 1658 wrecked on a reef at Ceylon, crew and cargo were mainly saved."
"99210","","The two passengers were condemned persons."
"94722","",""
"96940","","Commandeur of the return fleet (6054-6056) was Alexander Simons, master of the THEEBOOM (6056)."
"91060","",""
"92235","jacht","The ship was laid up and sold at Batavia in 1675."
"92475","",""
"98267","","The five passengers included three students and one condemned person."
"97767","fluit","Called at St. Helena."
"97324","",""
"91860","","Via S. Vincente."
"92493","fluit","Via S. Tiago (arrival 25-04-1682). Acc. To Daghreg. 1682 the ship arrived at the Cape on 06-08-1682. The ship was wrecked west of Sumatra in 1684."
"93283","fluit","At S. Tiago from 27-10 till 01-11-1725."
"93402","fluit",""
"93810","","On 03-07-1728 wrecked off the Cape."
"96765","",""
"97871","","Wrecked in the Channel between Goudstaart and Dartmouth on 08-1 1-1738."
"92440","pinas","Via S. Tiago."
"98549","","Crew at the Cape: 126. 3863/7704 was the fourth voyage of this ship, which during its three preceding voyages was called TORENVLIET (3783/7616)."
"92838","fluit",""
"98745","","Arriving at the Cape the HUIS TE BIJWEG ran ashore on 20-02-1774. On 31-12-1780 the ship was laid up."
"93936","fluit","On account of a bad state the ship was sold at Lisbon on 01-02-1733. The EENDRACHT (now called NIEUWE VIS) (2925) took over the cargo on 08-09-1733. 37 Seafarers, 9 soldiers and 5 craftsmen deserted at Lisbon."
"95574","","According to K.A. 4298 the departing crew consisted of 345 men. After having arrived at Batavia the NEDERLANDS WELVAREN sailed on to China."
"97516","fregat",""
"94363","","Six days before the IDA reached the Cape 20 seaferers and 11 soldiers were taken over from the DUINENBURG (see 3331). The ship was laid up in the Indies on 11-05-1751. Klaas van den Hoed and Jakob van der Meer are also mentioned in sources as master of the IDA."
"93751","","At Duins from 09-11 till 23-11-1726."
"92236","","The ship brought commandeur Pieter Hakius to the Cape."
"91461","jacht","Bursted because of carelessness in Batavia, 12-11-1633."
"97979","","Wrecked between Batavia and the Cape."
"94234","","3196/- Is the seventh voyage of this ship, which during its six preceding voyages was called   HOGERSMILDE (see 3078/7056). The ship was laid up in the Indies on 11-09-1744."
"94866","","The NIEUW NIEUWERKERK called at Duins, 09 till 10-08-1761: 3 seafarers and 7 soldiers were pressed by the English. The 14 seafarers who went ashore at the Cape included 4 deserters; the 10 passengers who embarked there included 2 Chinese, released from exile, and a bandit, discovered as a stowaway on the NIJENBORG, which was returning to patria in 1761/2 (see 7612)."
"93766","",""
"97010","",""
"94353","",""
"95502","hoeker","At the departure from Texel the EIK EN LINDE and the EIKENWOUD (4452) were escorted by a man-of-war."
"91665","","No ports of call."
"91187","jacht","Destined to explore the North-East passage to the Indies; discovered Hudson Bay and returned 07-12 in Dartmouth. Further information see I'Honore Naber."
"92912","","Back at Goeree: from 30-12-1700 till 18-01-1701. From 21-01 till 08-03-1701 at Duins."
"93701","jacht","The master went over to the WESTFRIESLAND (2629) at the Cape. He was succeeded by Jan Simonsz. Afslager."
"94502","",""
"0","",""
"96809","pinas","The ship from Ceylon (5900-5903) joined the return fleet of 30-01-1692 at the Cape. The GOEDE HOOP was wrecked at the Cape, 05-06-1692; from the cargo 562,488 was saved and carried to patria aboard the EMMENES (5911)."
"94359","","At the Cape one seafarer was taken over by the BROUWER (see 3313), another disembarked."
"96782","pinas","The first ships from Ceylon (5873-5875) joined the first return fleet of 29-12-1689 at the Cape. The WAPEN VAN ALKMAAR was wrecked near the Shetland Islands."
"97624","",""
"91832","","For the total number of those on board see the VREDE (0710). Via Cape Verde."
"94843","","Ten of the 33 seafarers who went ashore at the Cape were handed over to the law. In 1764 the GUSTAAF WILLEM was laid up in the Indies."
"94481","","From 27-12-1747 till 05-01-1748 the ship called at S. Tiago. It carried f 100,000 in cash. The EINDHOEF was laid up and sold at Batavia on 31-12-1755."
"97751","","Commandeur of this return fleet was Jakob Pielat (6920)."
"93146","hekboot","The two passengers were stowaways. Lost at Grisee in 1719."
"92461","pinas","Via Cape Lopez Gonsalvez. The ship was wrecked on the Ganges in Bengal in 1688."
"98835","","The EENDRACHT was wrecked between Batavia and the Cape."
"94235","",""
"95585","","According to K.A. 4304 the departing crew consisted of 319 men. The VOORSCHOTEN called at Duins, 05 till 07-01-1787. After having arrived at Batavia the ship sailed on to China."
"93054","fluit","The passenger was a stowaway. From 31-01 till 03-02-1706 at Portsmouth; at Torbay from 12-02 till 23-02-1706."
"98864","","The 6 passengers included one female slave."
"98871","",""
"93245","fluit",""
"96573","",""
"97192","",""
"92866","pinas","The ship was laid up at Batavia on 09-09-1706."
"92669","fluit","At the Cape 3 seafarers deserted."
"94701","","The 20 persons who disembarked at the Cape included some deserters."
"95419","","The BATAVIA originally departed on 23-10-1779; on 09-11-1779, however, it returned to Goeree. See the OVERDUIN (4344)."
"93111","fluit",""
"99074","hoeker",""
"98695","","The 12 passengers included 4 condemned persons and 2 female slaves."
"91983","fluit",""
"96671","fluit","The ship from Ceylon (5760-5762) joined the return fleet of 26-11-1681 at the Cape. Acc. To Daghregister 1682 the WESTERAMSTEL arrived on 15-04-1682 at the Cape."
"92357","pinas","One child was born during the voyage and one soldier turned out to be a woman."
"98619","","The 7 passengers included 6 condemned persons."
"98169","","Ran ashore on a reef near Cape Agulhas (April 1748) and was towed to the Cape. According to a resolution of 24-11-1748 the WELTEVREDEN was broken up at the Cape."
"94226","","3188/7146 Is the second voyage of the KASTEEL VAN WOERDEN; during the preceding voyage (3077/7057) it was called BUVEGNIES. From 29-07 till 11-08-1740 the ship was at S. Tiago."
"98601","","The 2 passengers were condemned persons. On 23-04-1768 the AZIË arrived at Bourbon, an island near Mauritius; it was laid up there because of irreparability. 3912/7756 was the third and last voyage of this ship, which during its first two voyages and the third outward voyage was called OUDERAMSTEL."
"95517","","In 1788 the MIDDELWIJK, sailing from Batavia to China, was wrecked."
"97694","",""
"98482","","The nine passengers included two condemned persons."
"91669","jacht","Stayed in the Indies, laid up in Batavia and sold, 15-02-1659."
"94989","",""
"93050","pinas","Taken by three French ships on 13-04-1706."
"96300","fregat",""
"94999","",""
"93433","",""
"94381","","The 103 soldiers who embarked at Texel included 7 gunners; they disembarked at False Bay. The LEIDEN called at Duins (26 till 28-04-1750) and at S. Tiago (22 till 27-05-1750). It did not call at the Cape but at False Bay. During the voyage one soldier probably became seafarer."
"92915","","From 21-01 till 08-03-1701 at Wight; on 13-01-1705 at the coast of Coromandel taken by 4 French ships."
"94152","","During the voyage one soldier became seafarer."
"95462","","On 24-11-1782 the GERECHTIGHEID departed from Texel for Rammekens. At Texel a mutiny broke out, but was suppressed."
"92194","","Via S. Tiago."
